queue,blocking,reason,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,source,source_sha256,snapshot_date
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",ESP1,UD Levante,3368,Thiago Fernández,1127730,2004-04-03,212122,275205,3407878,2949128,DOB_NAME,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,2026-09-12
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",FRA1,FC Le Mans,1164,Lucas Bretelle,941561,2002-04-17,236277,79497,471041,1179682,DOB_NAME,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,GER1,FC Schalke 04,33,Adil Aouchiche,569385,2002-07-15,289289,253102,2752524,1376266,DOB_NAME,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,GER2,SpVgg Greuther Fürth,65,Krisztián Keresztes,626472,2000-01-04,289036,79923,2752515,1376288,DOB_NAME,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b,2026-09-12
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",GER3,FC Hansa Rostock,30,Jaaso Jantunen,741578,2005-01-31,277876,274568,1376270,1376265,DOB_NAME,https://www.transfermarkt.de/fc-hansa-rostock/kader/verein/30/saison_id/2026/plus/1,6da33a7ccf32faa9ebb0b7823a0ee5537fb70bfe8ee363795199b5de4015e0f1,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,GER3,SSV Jahn Regensburg,109,John Posselt,918130,2003-12-31,268481,80194,1376539,1376436,DOB_NAME,https://www.transfermarkt.de/ssv-jahn-regensburg/kader/verein/109/saison_id/2026/plus/1,910d9ceb2a6fd8df9083100aef021ed429578cccc99acb9d4ad7d388c93d13bd,2026-09-12
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",GER3,TSV Alemannia Aachen,8,Manuel Riemann,40792,1988-09-09,1000013211,199339,0,1376276,DOB_NAME,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,ITA1,AC Mailand,5,Alphadjo Cissè,964087,2006-10-22,291875,278326,1769513,1769474,DOB_NAME,https://www.transfermarkt.de/ac-mailand/kader/verein/5/saison_id/2026/plus/1,62f75de72ed1f23bb563a5fa890848e43b2c13847e4bdb7efb02d5b9d513dd38,2026-09-12
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",ITA1,Venezia FC,607,Matteo Dagasso,744621,2004-04-01,282591,79093,1769503,1769500,DOB_NAME,https://www.transfermarkt.de/venezia-fc/kader/verein/607/saison_id/2026/plus/1,d88fc7110893de0f0661e79b4c48d86142d14d93f73bc112159c1995caefb0e9,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,ITA1,US Lecce,1005,Milos Jovic,943473,2006-05-22,269972,0,3354941,1769483,DOB_NAME,https://www.transfermarkt.de/us-lecce/kader/verein/1005/saison_id/2026/plus/1,f70b73ab0beef18f4707e1b846172f928bd484c8e6abc3aab35570487739b4bc,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,NED1,Willem II Tilburg,403,Amine Et-Taïbi,565401,2003-02-05,136794,0,2228251,2228239,DOB_NAME,https://www.transfermarkt.de/willem-ii-tilburg/kader/verein/403/saison_id/2026/plus/1,032766443b9dd7e08c2a2a00943278f8412892d9f759e398b82d7ef4e594d0db,2026-09-12
TYPED_CONDITION,YES,"Existing future, retirement, ban, or other condition requires a preserving typed plan",NED1,Fortuna Sittard,385,Shiloh 't Zand,595247,2003-05-14,294619,73964,2228232,2228247,DOB_NAME,https://www.transfermarkt.de/fortuna-sittard/kader/verein/385/saison_id/2026/plus/1,3459b44bdebecde47d2a1440be82d9c09e8f120a342ec34fc969ad1288f64fcd,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,POR1,FC Alverca,2521,Diogo Spencer,858252,2004-04-17,288094,71981,2504148,2490393,DOB_NAME,https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,7f5d01cde12ec5554a0cdae5ccc699031abd54d7e473e99ebf2c44e9a519b8ae,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,POR1,CD Santa Clara,2423,Vitinho,796742,2003-03-25,223200,274462,3552405,2490388,DOB_NAME,https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,996787cc90623dddfd5c425ca2df6aae95f8fd62b8b5cfb03677a214be6550e2,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,TUR1,Samsunspor,152,Elayis Tavsan,462086,2001-04-30,292895,262335,1769569,3145745,DOB_NAME,https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,2026-09-12
TYPED_CONDITION,YES,Existing native loan condition requires verified current owner and return chronology,TUR1,Kocaelispor,120,Mahamadou Susoho,895074,2005-01-20,288463,279624,2752522,3145754,DOB_NAME,https://www.transfermarkt.de/kocaelispor/kader/verein/120/saison_id/2026/plus/1,bda2ed30c80e868d465811681293fb83205ade381ad18055d9cd750ca9ce7817,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Standard Lüttich,3057,Belmin Dizdarevic,483007,2001-08-09,243830,276704,528393,458760,DOB_NAME,https://www.transfermarkt.de/standard-luttich/kader/verein/3057/saison_id/2026/plus/1,35f665c792bd0def9bfa349286927e0ef54a862cb91b5e4ab6b8ec3356dfa834,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,KRC Genk,1184,Benjamin Tahirović,787907,2003-03-03,286280,272596,851977,458768,DOB_NAME,https://www.transfermarkt.de/krc-genk/kader/verein/1184/saison_id/2026/plus/1,85979abe0c47d79971cc0cee642e1248d1cad9da00ea0a7a7add7591bfc915c0,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,RAAL La Louvière,3901,Bryan Soumaré,644563,1999-02-11,1000013920,0,0,471041,DOB_NAME,https://www.transfermarkt.de/raal-la-louviere/kader/verein/3901/saison_id/2026/plus/1,b03ed0837676e8c4516649bb0a99db01be8090988303411744be3df08ec3d3fe,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,SK Beveren,28643,Chris Lokesa,671675,2004-11-07,136134,272977,2228242,458788,DOB_NAME,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Cercle Brügge,520,Dante Vanzeir,289648,1998-04-16,235432,234905,458753,458755,DOB_NAME,https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,KVC Westerlo,968,Dylan Ourega,1010044,2004-10-06,280439,74136,1179674,458763,DOB_NAME,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,SK Beveren,28643,Elohim Kaboré,1072185,2006-12-20,187821,76869,3014661,458788,DOB_NAME,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,Lommel SK,5026,Isaiah Dada-Mascoll,938400,2006-05-24,262625,0,917518,458783,DOB_NAME,https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Oud-Heverlee Leuven,2727,Marcel Van Dijck,1318286,2008-01-10,235401,0,458785,458775,DOB_NAME,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,RAAL La Louvière,3901,Marius Courcoul,1075575,2007-01-01,290118,277484,1179782,471041,DOB_NAME,https://www.transfermarkt.de/raal-la-louviere/kader/verein/3901/saison_id/2026/plus/1,b03ed0837676e8c4516649bb0a99db01be8090988303411744be3df08ec3d3fe,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Union Saint-Gilloise,3948,Massiré Sylla,1256870,2005-01-07,143353,0,2359302,458780,DOB_NAME,https://www.transfermarkt.de/union-saint-gilloise/kader/verein/3948/saison_id/2026/plus/1,6678f90f37564c9f8683b893f1bf4bed395816093e2ee4489ebbda3dc900e98e,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,KVC Westerlo,968,Michée Ndembi,1247587,2007-07-04,288176,0,2490372,458763,DOB_NAME,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,VV St. Truiden,475,Oumar Diouf,1137664,2003-05-15,236874,277647,458801,458759,DOB_NAME,https://www.transfermarkt.de/vv-st-truiden/kader/verein/475/saison_id/2026/plus/1,c0e976a963b2c1507ec52e39bab62ae405f89e7c2149e5b8ecc88e56b4f6ff7a,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,KV Kortrijk,601,Rok Storman,1050404,2004-09-04,11252,0,790540,458781,DOB_NAME,https://www.transfermarkt.de/kv-kortrijk/kader/verein/601/saison_id/2026/plus/1,a4999f54d8da64602d94dda7998adfe30af76e24e0c684550e581e845d6cfc0c,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Cercle Brügge,520,Royer Caicedo,1274489,2006-05-05,231190,76933,3670018,458755,DOB_NAME,https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,SK Beveren,28643,Stephane Keller,718032,2001-08-20,6440,0,720907,458788,DOB_NAME,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,Oud-Heverlee Leuven,2727,Takuya Ogiwara,492730,1999-11-23,55444,242061,10682378,458775,DOB_NAME,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,BEL1,RAAL La Louvière,3901,Tiago Pereira Cardoso,926301,2006-04-07,279850,70904,1376263,471041,DOB_NAME,https://www.transfermarkt.de/raal-la-louviere/kader/verein/3901/saison_id/2026/plus/1,b03ed0837676e8c4516649bb0a99db01be8090988303411744be3df08ec3d3fe,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,BEL1,Zulte Waregem,3508,Tristan Panduro,1027444,2008-01-10,286175,0,851972,458782,DOB_NAME,https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Artis Brünn,24325,Daniel Toula,839535,2005-02-19,295806,0,786441,790564,DOB_NAME,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FC Slovan Liberec,697,David Hamansenya,1401055,2007-06-24,284131,0,2949167,786438,DOB_NAME,https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Jablonec,1322,Dominik Hollý,802836,2003-11-11,295996,70867,786442,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Artis Brünn,24325,Dominik Plechaty,456146,1999-04-18,11201,247345,786438,790564,DOB_NAME,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Jablonec,1322,Filip Vecheta,652051,2003-02-15,11552,0,790538,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Artis Brünn,24325,Jakub Fulnek,212872,1994-04-26,11321,0,786434,790564,DOB_NAME,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,FK Mlada Boleslav,5546,Jan Harustak,1072837,2005-04-16,296627,0,786446,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Artis Brünn,24325,Jan Navratil,95802,1990-04-13,297578,201126,786439,790564,DOB_NAME,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Artis Brünn,24325,Jiri Borek,721807,2002-09-23,11407,0,786461,790564,DOB_NAME,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FC Banik Ostrau,377,Rhodri Smith,1061048,2006-09-09,295470,75656,3080193,786446,DOB_NAME,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,SK Slavia Prag,62,Samuel Isife,1372515,2004-07-13,11503,0,790532,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,SK Sigma Olmütz,2311,Stéphane Noumbissie,1133943,2006-12-25,288748,0,1179665,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,CZE1,FK Pardubice,1496,Tomas Jelinek,1034738,2005-12-27,295815,0,786441,790538,DOB_NAME,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,CZE1,FK Pardubice,1496,Vladimir Neuman,668311,2000-02-10,11264,0,790540,790538,DOB_NAME,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,AFC Bournemouth,989,Alex Tóth,998101,2005-10-23,107259,70903,1507348,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,Ipswich Town,677,Anis Mehmeti,530813,2001-01-09,24129,250816,917555,917538,DOB_NAME,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,Liverpool,31,Cody Gakpo,434675,1999-05-07,271020,73400,2555907,917509,VERIFIED_PRIOR_TM_BRIDGE,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,Crystal Palace,873,Evann Guessand,500689,2001-07-01,261112,258444,917506,917535,DOB_NAME,https://www.transfermarkt.de/crystal-palace/kader/verein/873/saison_id/2026/plus/1,5b0d8110693231bc9cfcbf4e744171ea18f83dc20ff4c35e294cf84c098ae7ac,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,AFC Bournemouth,989,Fraser Forster,52570,1988-03-17,1000013240,172203,0,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,Hull City,3008,Kieran Dowell,258916,1997-10-10,288906,226401,2752517,917532,DOB_NAME,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ENG1,AFC Bournemouth,989,Rayan,1012564,2006-08-03,222045,0,3538951,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,ENG1,Coventry City,990,Stephen Mfuni,1049020,2008-02-12,262642,0,917518,917530,DOB_NAME,https://www.transfermarkt.de/coventry-city/kader/verein/990/saison_id/2026/plus/1,f8b6df3a235487785b5388c90b2e9ed50f43a330cba1ff3e2ab5138484452aae,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,Deportivo A Coruña,897,Adrià Altimira,466807,2001-03-28,280929,269228,2949140,2949127,DOB_NAME,https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1,7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,Racing Santander,630,Giorgi Guliashvili,502682,2001-09-05,243646,0,528390,2949137,DOB_NAME,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,FC Elche,1531,Lucas Cepeda,912392,2002-10-31,227312,71013,3604486,2949148,DOB_NAME,https://www.transfermarkt.de/fc-elche/kader/verein/1531/saison_id/2026/plus/1,7770f10307d7f825180585a8f034dec01f148c375c8cddde531c5778db711b3f,2026-09-12
TRANSFER_TIMELINE,YES,Current loan requires owner and return-date evidence,ESP1,FC Valencia,1049,Pablo Maffeo,251876,1997-07-12,282407,221342,2949130,2949139,DOB_NAME,https://www.transfermarkt.de/fc-valencia/kader/verein/1049/saison_id/2026/plus/1,5de2e980893b594e24db008458062bfc00ba2b8df17a120bf432b038f984588c,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,Deportivo A Coruña,897,Riki Rodríguez,596899,1997-09-25,290701,251599,2949123,2949127,DOB_NAME,https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1,7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,Racing Santander,630,Simon Eriksson,1088712,2006-04-24,188090,74624,3014663,2949137,DOB_NAME,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,2026-09-12
TRANSFER_TIMELINE,YES,No unique confirmed permanent event for changed native club,ESP1,Real Betis Sevilla,150,Álvaro Fidalgo,261503,1997-04-09,255346,246608,5439489,2949133,DOB_NAME,https://www.transfermarkt.de/real-betis-sevilla/kader/verein/150/saison_id/2026/plus/1,2aaeb64f077be646ab6ba33019bafa8f7b5b68e0e5fcd67c1dde6bed8f42133c,2026-09-12
